Postcode,Dwelling Type,Median_Sales_Price,Qtly_Median_Change,Annual_Median_Change,Qtly_Count_Change,Annual_Count_Change,Year,Quarter
2567,Total,1059,0.0965,0.0809,-0.0678,-0.1603,2023,Q2
2251,Strata,803,0.11460000000000001,0.0808,0.0,-0.125,2022,Q4
2820,Total,308,0.0603,0.0808,-0.5122,-0.5238,2023,Q1
2820,Non Strata,308,0.0603,0.0808,-0.5122,-0.5238,2023,Q1
2486,Non Strata,990,0.0259,0.0808,-0.0721,0.3038,2023,Q4
2113,Non Strata,2257,-0.045899999999999996,0.08070000000000001,0.10529999999999999,0.16670000000000001,2023,Q3
2575,Total,1005,0.1672,0.0806,0.5094,0.0959,2023,Q2
2650,Non Strata,570,0.0053,0.0806,-0.261,-0.2415,2023,Q1
2548,Strata,551,0.102,0.08039999999999999,0.7,-0.20929999999999999,2022,Q4
2207,Strata,740,0.1045,0.0803,0.4375,0.7692,2023,Q3
2036,Strata,875,0.06709999999999999,0.0802,-0.0926,-0.2462,2023,Q2
2280,Strata,640,0.0116,0.0802,-0.1,0.0,2023,Q4
2134,Total,1010,-0.0708,0.0802,-0.1975,-0.2169,2024,Q1
2230,Non Strata,2660,-0.07769999999999999,0.0802,-0.32689999999999997,-0.4853,2022,Q2
2224,Total,1550,-0.1014,0.0801,-0.375,0.125,2024,Q1
2203,Total,903,-0.11470000000000001,0.0801,-0.0345,0.5849,2022,Q1
2830,Non Strata,540,0.0165,0.08,0.125,-0.1207,2023,Q3
2103,Total,2160,0.0129,0.08,0.09519999999999999,0.2432,2023,Q3
2650,Total,540,-0.0182,0.08,-0.259,-0.25170000000000003,2023,Q1
2575,Non Strata,945,-0.087,0.08,0.0968,-0.3131,2022,Q2
2216,Total,778,0.0339,0.0799,-0.41859999999999997,-0.3464,2022,Q3
2257,Strata,880,0.0256,0.07980000000000001,-0.1818,0.5652,2023,Q4
2227,Non Strata,1798,-0.042199999999999994,0.0796,0.0,0.0,2022,Q1
2022,Strata,1525,-0.043899999999999995,0.0796,-0.0755,-0.3194,2022,Q2
2502,Total,780,-0.048799999999999996,0.0796,0.0571,-0.36210000000000003,2022,Q3
2470,Total,475,0.0,0.0795,-0.3019,-0.6667000000000001,2022,Q4
2745,Total,1045,-0.0118,0.0795,-0.11109999999999999,-0.1753,2023,Q4
2153,Non Strata,1765,-0.016399999999999998,0.0795,-0.022099999999999998,0.12710000000000002,2023,Q4
2220,Strata,713,-0.0253,0.0795,-0.38270000000000004,0.40850000000000003,2023,Q4
2198,Total,1188,-0.0759,0.0795,0.28,-0.2195,2022,Q2
2570,Total,1020,-0.0192,0.0794,0.1451,-0.2107,2022,Q3
2099,Strata,925,0.0499,0.0793,0.0079,0.12390000000000001,2023,Q3
2208,Total,1600,0.005699999999999999,0.0793,-0.3871,-0.5476,2022,Q2
2430,Non Strata,648,0.048600000000000004,0.07919999999999999,0.0678,-0.3472,2022,Q4
2232,Non Strata,1635,0.0219,0.07919999999999999,-0.19699999999999998,0.2045,2024,Q1
2147,Strata,648,0.011699999999999999,0.07919999999999999,0.4,-0.1765,2023,Q1
2224,Total,1781,0.2408,0.0791,0.25,0.11109999999999999,2023,Q2
2024,Strata,1659,0.185,0.079,-0.10339999999999999,-0.43479999999999996,2022,Q3
2284,Total,785,0.050199999999999995,0.079,0.02,-0.0192,2022,Q2
2259,Total,820,-0.012,0.0789,0.0516,0.1991,2024,Q1
2515,Total,1915,-0.0365,0.0789,0.09380000000000001,-0.3519,2022,Q2
2508,Total,1205,-0.1058,0.0789,0.3667,0.7082999999999999,2024,Q1
2767,Total,890,0.08539999999999999,0.0788,0.15380000000000002,-0.2969,2022,Q4
2234,Non Strata,1575,-0.015600000000000001,0.0788,0.3617,0.23079999999999998,2023,Q4
2126,Non Strata,2235,-0.0173,0.0787,0.0789,0.0513,2023,Q4
2161,Total,870,-0.044000000000000004,0.0787,-0.0673,0.0659,2022,Q1
2062,Strata,1268,-0.155,0.0787,0.11109999999999999,0.6667000000000001,2023,Q4
2650,Strata,378,0.091,0.0786,0.8,0.0909,2023,Q4
2044,Total,1510,0.0709,0.0786,0.09300000000000001,0.4242,2023,Q3
2317,Total,782,-0.0867,0.0786,-0.3333,-0.2889,2022,Q3
2161,Total,1030,0.23670000000000002,0.0785,0.23329999999999998,0.0882,2023,Q2
2152,Strata,666,0.0076,0.0785,-0.3333,-0.47369999999999995,2022,Q4
2575,Total,928,-0.008,0.0785,-0.0833,-0.3465,2022,Q3
2107,Total,2750,0.0827,0.0784,0.12240000000000001,-0.3293,2022,Q2
2483,Total,1100,-0.0833,0.0784,0.359,0.963,2023,Q3
2640,Non Strata,620,0.083,0.0783,0.0821,-0.3256,2022,Q4
2250,Strata,620,0.0333,0.0783,-0.0652,-0.2793,2022,Q2
2203,Total,944,-0.0029,0.0783,-0.0588,0.28,2024,Q1
2360,Total,372,-0.021099999999999997,0.0783,-0.0941,-0.1979,2022,Q2
2486,Non Strata,946,-0.0739,0.0783,0.2143,-0.16390000000000002,2022,Q3
2228,Strata,809,-0.083,0.0783,-0.0137,-0.3333,2022,Q2
2096,Non Strata,3650,-0.11779999999999999,0.0783,-0.05,-0.24,2023,Q4
2122,Non Strata,2515,0.0447,0.0782,-0.0968,0.47369999999999995,2023,Q3
2650,Non Strata,614,0.0233,0.0781,0.2,-0.0584,2023,Q4
2452,Total,728,-0.006500000000000001,0.0781,-0.24239999999999998,-0.3333,2022,Q3
2043,Non Strata,1725,-0.0363,0.0781,-0.16670000000000001,0.1765,2022,Q1
2192,Strata,588,0.152,0.078,-0.3333,0.0909,2024,Q1
2290,Strata,680,0.030299999999999997,0.078,0.46880000000000005,-0.0208,2022,Q3
2114,Non Strata,2210,-0.0345,0.078,0.25,0.2121,2023,Q3
2177,Non Strata,970,0.1149,0.07780000000000001,0.0,0.46149999999999997,2023,Q3
2322,Total,660,-0.0258,0.0776,0.24359999999999998,-0.2177,2022,Q3
2420,Total,695,0.019799999999999998,0.0775,-0.22219999999999998,-0.3636,2023,Q4
2420,Non Strata,695,0.019799999999999998,0.0775,-0.22219999999999998,-0.3636,2023,Q4
2319,Total,640,-0.09539999999999998,0.0774,-0.25,-0.3864,2022,Q3
2138,Non Strata,2720,0.45840000000000003,0.07719999999999999,5.5,0.7333,2023,Q2
2111,Non Strata,2790,0.08560000000000001,0.07719999999999999,-0.027000000000000003,0.8,2023,Q3
2516,Non Strata,1745,-0.1231,0.07719999999999999,0.3125,-0.087,2022,Q1
2148,Strata,560,0.08539999999999999,0.0771,0.0833,-0.1938,2023,Q1
2111,Total,1193,0.3709,0.07690000000000001,0.3651,0.075,2023,Q2
2525,Total,1050,0.129,0.07690000000000001,-0.375,-0.2857,2023,Q4
2390,Total,420,0.12,0.07690000000000001,0.10529999999999999,-0.3,2022,Q4
2064,Total,1225,0.0395,0.07690000000000001,0.16670000000000001,0.09380000000000001,2023,Q3
2390,Non Strata,420,0.0338,0.07690000000000001,0.1176,-0.3667,2022,Q4
2259,Non Strata,840,0.0338,0.07690000000000001,-0.1875,0.2486,2023,Q4
2256,Non Strata,1050,0.0219,0.07690000000000001,-0.0556,-0.20309999999999997,2022,Q3
2500,Strata,700,-0.0070999999999999995,0.07690000000000001,-0.1734,-0.4325,2022,Q2
2094,Strata,1400,-0.0924,0.07690000000000001,0.25,0.3333,2023,Q2
2146,Total,770,-0.09939999999999999,0.07690000000000001,0.1375,0.44439999999999996,2023,Q4
2291,Total,1400,-0.1331,0.07690000000000001,0.06,-0.1017,2023,Q4
2037,Non Strata,2700,0.0843,0.0768,-0.4412,-0.1364,2024,Q1
2234,Total,1445,-0.0677,0.0768,0.024700000000000003,0.13699999999999998,2024,Q1
2770,Strata,449,0.0565,0.0767,0.0,0.1852,2022,Q1
2061,Strata,1615,-0.25920000000000004,0.0767,-0.5333,-0.1923,2023,Q4
2061,Total,1615,-0.354,0.0767,-0.5714,-0.22219999999999998,2023,Q4
2113,Total,998,-0.019299999999999998,0.0766,-0.3348,-0.30329999999999996,2024,Q1
2508,Strata,915,0.031,0.0765,0.8332999999999999,1.75,2024,Q1
2163,Non Strata,915,0.0167,0.0765,0.11109999999999999,-0.35479999999999995,2023,Q4
2024,Non Strata,4775,0.0053,0.0765,0.11109999999999999,0.11109999999999999,2023,Q3
2174,Non Strata,1270,0.0453,0.07629999999999999,-0.1852,-0.3714,2023,Q3
2390,Non Strata,406,0.0621,0.0762,-0.1905,-0.2917,2022,Q3
2767,Non Strata,939,-0.10779999999999999,0.0762,0.23809999999999998,0.44439999999999996,2023,Q3
2177,Non Strata,1005,0.0,0.0761,-0.2963,-0.3214,2022,Q2
2162,Non Strata,1050,-0.0667,0.0761,0.1591,-0.17739999999999997,2022,Q2
2035,Total,1630,0.0316,0.0759,0.11109999999999999,0.2727,2024,Q1
2283,Total,780,-0.0255,0.0759,0.3718,0.17579999999999998,2023,Q4
2034,Total,1775,0.1833,0.0758,0.5088,0.2286,2023,Q2
2643,Total,498,0.0815,0.0757,0.6364,-0.1818,2022,Q4
2643,Non Strata,498,0.0815,0.0757,0.6364,-0.1818,2022,Q4
2427,Total,732,-0.1079,0.0757,-0.36840000000000006,-0.4545,2022,Q4
2072,Strata,1103,0.1025,0.0756,-0.22219999999999998,-0.2632,2023,Q3
2298,Total,761,-0.0487,0.0756,-0.2826,-0.431,2022,Q3
2760,Non Strata,855,0.0301,0.0755,0.0333,0.0941,2023,Q3
2022,Total,1638,-0.0643,0.0755,0.1273,-0.18420000000000003,2024,Q1
2428,Non Strata,820,0.022400000000000003,0.0754,0.0814,0.10710000000000001,2024,Q1
2575,Total,1000,-0.015700000000000002,0.0753,-0.2561,-0.1159,2023,Q3
2166,Non Strata,1000,-0.053,0.0753,-0.1413,0.1449,2022,Q3
2460,Non Strata,500,-0.0834,0.0753,0.0673,0.0374,2023,Q4
2131,Total,800,-0.0919,0.0753,0.3,0.625,2023,Q3
2446,Non Strata,700,-0.1617,0.0753,-0.0862,0.1042,2023,Q3
2776,Total,938,-0.2118,0.0753,1.0,-0.39130000000000004,2022,Q4
2776,Non Strata,938,-0.2118,0.0753,1.0,-0.39130000000000004,2022,Q4
2214,Non Strata,1215,-0.0433,0.07519999999999999,0.8571,-0.07139999999999999,2022,Q2
2214,Total,1215,-0.0545,0.07519999999999999,0.625,-0.07139999999999999,2022,Q2
2111,Strata,860,0.075,0.075,-0.21739999999999998,-0.36840000000000006,2022,Q3
2549,Non Strata,860,0.0552,0.075,-0.11109999999999999,0.23079999999999998,2022,Q3
2166,Non Strata,1075,0.038599999999999995,0.075,0.1379,0.2532,2023,Q3
2141,Total,860,0.0361,0.075,-0.4606,-0.6245,2022,Q1
2140,Strata,645,-0.0077,0.075,-0.0909,0.4118,2023,Q4
2258,Non Strata,1290,-0.015300000000000001,0.075,-0.2778,-0.1333,2024,Q1
2101,Total,1650,0.162,0.07490000000000001,-0.2192,0.0,2023,Q3
2133,Strata,618,0.18899999999999997,0.0748,0.8,0.2,2023,Q2
2114,Non Strata,2300,0.0455,0.0748,0.069,-0.060599999999999994,2023,Q2
2323,Non Strata,726,-0.0196,0.0748,-0.06,-0.1966,2022,Q3
2747,Non Strata,900,0.0227,0.0746,-0.179,0.1875,2023,Q4
2040,Total,1800,0.0,0.0746,-0.3657,-0.12369999999999999,2022,Q1
2131,Strata,771,-0.0039000000000000003,0.0746,-0.374,0.0694,2023,Q4
2701,Total,450,-0.0323,0.0746,0.875,0.875,2023,Q3
2701,Non Strata,450,-0.0323,0.0746,0.875,0.875,2023,Q3
2380,Total,419,0.07440000000000001,0.07440000000000001,-0.0959,-0.3592,2022,Q4
2303,Non Strata,1300,-0.07139999999999999,0.07440000000000001,-0.2069,-0.3611,2022,Q2
2130,Total,960,-0.2066,0.07440000000000001,0.1613,0.6364,2023,Q4
2766,Non Strata,920,0.0049,0.0741,-0.2187,0.3889,2024,Q1
2477,Strata,635,0.07629999999999999,0.07400000000000001,0.7,0.7,2023,Q4
2350,Non Strata,535,0.018799999999999997,0.07400000000000001,0.2184,-0.2535,2023,Q2
2143,Total,1051,0.001,0.07400000000000001,-0.10710000000000001,-0.3421,2022,Q2
2204,Non Strata,1850,-0.0819,0.07400000000000001,-0.07139999999999999,-0.1522,2022,Q2
2333,Non Strata,473,0.027200000000000002,0.0739,0.0882,-0.4264,2023,Q2
2096,Strata,1235,-0.121,0.0739,-0.1852,-0.2281,2022,Q1
2218,Non Strata,1600,-0.024399999999999998,0.0738,-0.10529999999999999,0.5455,2023,Q3
2075,Non Strata,3010,-0.0681,0.0738,0.1509,0.0,2023,Q4
2292,Total,800,-0.2495,0.0738,2.0,0.8,2023,Q4
2200,Non Strata,1289,-0.045599999999999995,0.0737,0.10769999999999999,0.3091,2023,Q3
2710,Non Strata,365,0.11449999999999999,0.0735,-0.1591,-0.0263,2024,Q1
2302,Total,730,-0.029900000000000003,0.0735,-0.1875,-0.35,2022,Q3
2302,Strata,730,-0.029900000000000003,0.0735,-0.1875,-0.35,2022,Q3
2136,Non Strata,1825,-0.1512,0.0735,-0.3889,0.1,2023,Q4
2087,Non Strata,2375,0.019299999999999998,0.07339999999999999,-0.2,0.0,2024,Q1
2565,Non Strata,965,0.0131,0.07339999999999999,-0.1222,0.1791,2024,Q1
2165,Non Strata,950,-0.05,0.07339999999999999,0.0118,-0.2893,2022,Q2
2469,Total,483,0.1365,0.0733,-0.1333,-0.381,2022,Q3
2469,Non Strata,483,0.1365,0.0733,-0.1333,-0.381,2022,Q3
2452,Strata,542,0.0383,0.0733,0.2857,0.125,2022,Q2
2530,Non Strata,805,-0.027200000000000002,0.0733,0.0189,-0.035699999999999996,2022,Q3
2284,Total,843,0.0906,0.0732,0.1613,-0.29410000000000003,2023,Q2
2390,Total,440,0.047599999999999996,0.0732,-0.4524,-0.5306000000000001,2023,Q1
2390,Non Strata,440,0.047599999999999996,0.0732,-0.3947,-0.5306000000000001,2023,Q1
2546,Total,880,-0.0222,0.0732,0.23260000000000003,0.0192,2023,Q1
2145,Total,762,-0.073,0.0732,-0.147,-0.18100000000000002,2022,Q3
2370,Total,330,-0.1081,0.0732,-0.15380000000000002,-0.3889,2022,Q4
2370,Non Strata,330,-0.1081,0.0732,-0.15380000000000002,-0.3889,2022,Q4
2258,Total,1100,-0.1603,0.0732,0.0556,0.0556,2024,Q1
2171,Non Strata,1112,0.0718,0.0731,0.20370000000000002,-0.09720000000000001,2023,Q2
2154,Non Strata,2254,0.0484,0.0731,0.0282,-0.2065,2023,Q2
2360,Total,393,0.0195,0.0731,-0.0169,-0.12119999999999999,2023,Q3
2360,Non Strata,393,0.0195,0.0731,-0.0169,-0.12119999999999999,2023,Q3
2204,Non Strata,2018,0.0075,0.0731,-0.1818,0.0,2024,Q1
2770,Non Strata,735,0.0652,0.073,0.1057,0.38780000000000003,2023,Q3
2203,Total,944,0.0431,0.0727,-0.0704,0.2,2023,Q4
2835,Total,236,0.0346,0.0727,-0.3214,-0.1739,2024,Q1
2835,Non Strata,236,0.0346,0.0727,-0.3214,-0.1739,2024,Q1
2705,Non Strata,421,0.0795,0.0726,0.0333,-0.1389,2023,Q3
2570,Non Strata,1046,-0.0226,0.0726,0.1864,-0.1954,2022,Q3
2257,Strata,858,0.0337,0.0725,-0.0435,0.1892,2023,Q3
2205,Strata,762,0.002,0.0725,-0.12,-0.0435,2023,Q4
2304,Strata,590,-0.1211,0.0725,-0.2778,-0.2353,2023,Q1
2209,Strata,720,0.1542,0.0723,0.25,1.2222,2022,Q3
2194,Strata,631,-0.03,0.0723,-0.1818,0.4754,2024,Q1
2196,Total,1040,0.0323,0.0722,0.3125,0.5909,2024,Q1
2017,Strata,950,-0.0281,0.0722,-0.24100000000000002,-0.1711,2022,Q1
2320,Strata,483,-0.0721,0.0722,-0.3636,-0.5484,2023,Q2
2487,Total,1300,-0.08130000000000001,0.0722,-0.1023,-0.0125,2023,Q4
2177,Non Strata,965,-0.1131,0.0722,0.6667000000000001,0.11109999999999999,2024,Q1
2036,Strata,938,0.042199999999999994,0.07200000000000001,-0.1702,-0.2121,2022,Q1
2518,Strata,731,0.1118,0.0718,-0.3784,0.0,2023,Q1
2283,Strata,750,0.15380000000000002,0.07139999999999999,-0.1333,0.0,2023,Q4
2533,Non Strata,1500,0.07139999999999999,0.07139999999999999,0.1522,0.1522,2023,Q4
2010,Non Strata,2175,0.0545,0.07139999999999999,0.3636,-0.2857,2023,Q2
2482,Non Strata,1125,0.04650000000000001,0.07139999999999999,0.3889,0.31579999999999997,2023,Q4
2259,Total,825,0.0313,0.07139999999999999,-0.16440000000000002,0.3118,2023,Q4
2795,Strata,450,0.0169,0.07139999999999999,0.16670000000000001,0.16670000000000001,2023,Q4
2046,Non Strata,2850,-0.0034999999999999996,0.07139999999999999,-0.16670000000000001,-0.2553,2022,Q3
2350,Total,525,-0.0169,0.07139999999999999,-0.2016,-0.37579999999999997,2023,Q1
2291,Total,1500,-0.0196,0.07139999999999999,-0.0377,-0.3014,2023,Q2
2483,Non Strata,1200,-0.0381,0.07139999999999999,0.0278,0.85,2023,Q3
2076,Strata,1050,-0.125,0.07139999999999999,0.2353,-0.087,2023,Q1
2088,Strata,1200,-0.2638,0.07139999999999999,-0.3701,-0.1011,2022,Q1
2713,Non Strata,316,0.1387,0.0712,0.3,-0.2353,2023,Q1
2085,Total,2250,-0.0009,0.0712,-0.08,0.0,2024,Q1
2714,Non Strata,557,-0.0397,0.0712,0.5714,0.5714,2023,Q3
2533,Total,1355,0.20440000000000003,0.0711,-0.0137,0.18030000000000002,2023,Q4
2211,Non Strata,1355,0.0226,0.0711,-0.0189,0.061200000000000004,2023,Q3
2166,Non Strata,1130,0.0139,0.0711,-0.29350000000000004,0.015600000000000001,2024,Q1
2319,Non Strata,640,-0.09539999999999998,0.0711,-0.25,-0.35710000000000003,2022,Q3
2219,Total,1168,-0.14150000000000001,0.0711,0.5094,0.25,2023,Q4
2753,Total,905,0.04019999999999999,0.071,-0.2687,-0.40240000000000004,2022,Q2
2233,Non Strata,1339,-0.0437,0.071,0.1268,0.25,2023,Q4
2284,Total,807,-0.0506,0.071,0.04650000000000001,-0.375,2022,Q4
2502,Total,793,0.0359,0.0709,-0.2766,0.030299999999999997,2024,Q1
2113,Non Strata,2303,-0.0564,0.0709,1.2105,-0.125,2022,Q2
2142,Strata,590,0.1512,0.0708,1.0811,0.7111,2023,Q2
2140,Strata,650,0.0078000000000000005,0.0708,-0.047599999999999996,0.25,2024,Q1
2211,Total,1285,-0.0115,0.0708,0.06559999999999999,0.0,2023,Q3
2037,Strata,1285,-0.040999999999999995,0.0708,-0.2553,-0.3519,2022,Q2
2008,Strata,758,0.1099,0.0707,0.0,0.0,2023,Q2
2489,Total,1178,0.015300000000000001,0.0707,0.0645,0.32,2024,Q1
2450,Total,750,-0.0446,0.0707,-0.2211,-0.45990000000000003,2022,Q3
2150,Total,653,0.049800000000000004,0.0705,0.11380000000000001,0.48109999999999997,2023,Q3
2092,Non Strata,3453,-0.1056,0.0705,-0.047599999999999996,-0.2857,2022,Q1
2112,Strata,760,0.0483,0.0704,-0.0729,-0.2458,2023,Q1
2032,Non Strata,2569,0.015,0.0704,0.2632,0.1429,2022,Q1
2075,Non Strata,2837,-0.0761,0.0704,0.10339999999999999,-0.2967,2022,Q2
2541,Total,685,0.0074,0.0703,-0.10880000000000001,0.5783,2024,Q1
2441,Total,800,0.2903,0.0702,-0.15380000000000002,0.1,2024,Q1
2441,Non Strata,800,0.2903,0.0702,-0.15380000000000002,0.1,2024,Q1
2292,Non Strata,915,0.059000000000000004,0.0702,0.2,1.0,2022,Q2
2749,Non Strata,900,0.0405,0.0702,0.1463,-0.12960000000000002,2023,Q3
2579,Non Strata,953,-0.0929,0.0702,-0.5,-0.5172,2022,Q1
2572,Total,915,-0.1586,0.0702,0.05,-0.0455,2022,Q3
2572,Non Strata,915,-0.1586,0.0702,0.05,-0.0455,2022,Q3
2173,Non Strata,1070,0.0346,0.07,0.25,0.060599999999999994,2023,Q3
2164,Non Strata,1070,0.0288,0.07,0.3889,0.1628,2023,Q4
2217,Total,803,0.0063,0.07,-0.0196,0.3245,2023,Q3
2642,Total,460,0.0052,0.0698,-0.125,-0.0667,2024,Q1
2642,Non Strata,460,0.0052,0.0698,-0.125,-0.0667,2024,Q1
2333,Non Strata,460,-0.0321,0.0698,-0.20929999999999999,-0.48869999999999997,2023,Q1
2567,Non Strata,1035,0.09519999999999999,0.0697,-0.127,-0.42710000000000004,2022,Q4
2131,Strata,768,0.037200000000000004,0.0697,-0.3579,-0.3222,2022,Q1
2197,Total,1070,-0.0665,0.0697,-0.625,-0.625,2022,Q3
2131,Non Strata,2160,0.20329999999999998,0.0696,-0.45,-0.5,2023,Q1
2075,Total,2460,0.1182,0.0696,0.0787,-0.0857,2023,Q2
2210,Total,1230,-0.0187,0.0696,-0.0776,0.0388,2023,Q4
2365,Total,377,0.0259,0.0695,-0.1765,-0.22219999999999998,2023,Q2
2365,Non Strata,377,0.0259,0.0695,-0.1765,-0.22219999999999998,2023,Q2
2222,Strata,600,0.0169,0.0695,0.1333,-0.1282,2022,Q2
2075,Strata,1000,-0.009899999999999999,0.0695,-0.25579999999999997,-0.15789999999999998,2022,Q1
2800,Strata,500,-0.0196,0.0695,-0.16670000000000001,0.0,2023,Q2
2583,Total,500,-0.0291,0.0695,-0.3333,-0.11109999999999999,2022,Q1
2566,Total,808,-0.0417,0.0695,-0.22219999999999998,-0.2929,2022,Q3
2165,Total,925,0.12119999999999999,0.0694,0.4,0.0161,2023,Q2
2251,Non Strata,1310,0.065,0.0694,0.1386,0.2234,2024,Q1
2282,Total,1040,0.022099999999999998,0.0694,0.1818,-0.31579999999999997,2022,Q3
2144,Total,641,-0.0116,0.0693,0.2688,0.0172,2023,Q2
2291,Non Strata,1880,0.2188,0.0691,-0.1,-0.1429,2023,Q1
2041,Non Strata,3015,-0.054900000000000004,0.0691,-0.0926,-0.22219999999999998,2022,Q2
2142,Total,580,-0.0866,0.0691,-0.19399999999999998,0.0,2022,Q1
2016,Strata,1085,0.1963,0.069,-0.0833,-0.2979,2022,Q4
2440,Non Strata,480,0.0667,0.069,-0.3953,-0.0824,2022,Q1
2112,Strata,775,0.0197,0.069,-0.0387,0.5521,2023,Q4
2224,Strata,1030,-0.001,0.069,-0.087,0.16670000000000001,2024,Q1
2062,Strata,1513,0.1,0.0689,0.0417,-0.359,2022,Q3
2579,Total,1048,0.0713,0.0689,-0.25,-0.5,2022,Q3
2579,Non Strata,1048,0.0713,0.0689,-0.25,-0.5,2022,Q3
2666,Total,428,0.2955,0.0688,0.25,-0.3103,2023,Q2
2666,Non Strata,428,0.2955,0.0688,0.25,-0.3103,2023,Q2
2700,Total,342,0.21059999999999998,0.0688,-0.35710000000000003,-0.0526,2024,Q1
2700,Non Strata,342,0.21059999999999998,0.0688,-0.35710000000000003,-0.0526,2024,Q1
2558,Total,855,0.049100000000000005,0.0688,-0.5122,-0.5556,2022,Q4
2017,Total,955,-0.0354,0.0688,-0.237,-0.15380000000000002,2022,Q1
2045,Total,2875,-0.26280000000000003,0.0688,0.5455,0.2143,2024,Q1
2045,Non Strata,2875,-0.26280000000000003,0.0688,0.5455,0.2143,2024,Q1
2290,Strata,700,0.060599999999999994,0.0687,0.0,0.3226,2024,Q1
2067,Total,1362,-0.0479,0.0687,-0.1515,0.024399999999999998,2024,Q1
2040,Non Strata,1988,-0.053099999999999994,0.0687,-0.2432,-0.22219999999999998,2023,Q4
2118,Strata,720,-0.0828,0.06860000000000001,0.18420000000000003,1.0,2024,Q1
2160,Non Strata,1150,0.0138,0.06849999999999999,-0.2286,0.2857,2024,Q1
2168,Total,820,-0.0353,0.0684,-0.1429,-0.28,2022,Q3
2208,Non Strata,1600,-0.0493,0.0684,-0.3077,-0.5263,2022,Q2
2072,Strata,930,-0.1565,0.0684,-0.17859999999999998,0.15,2023,Q4
2505,Total,860,-0.17309999999999998,0.0683,0.0,-0.36840000000000006,2022,Q3
2135,Strata,705,0.01,0.0682,-0.1875,-0.2909,2023,Q2
2119,Total,2350,-0.0027,0.0682,0.09380000000000001,0.2963,2023,Q2
2077,Strata,705,-0.0034999999999999996,0.0682,-0.1392,0.7216,2023,Q4
2256,Total,940,-0.0105,0.0682,-0.13949999999999999,-0.1084,2022,Q2
2506,Non Strata,718,-0.06709999999999999,0.0682,-0.37929999999999997,-0.4706,2022,Q2
2045,Total,3054,0.3636,0.068,-0.1765,0.07690000000000001,2022,Q1
2045,Non Strata,3054,0.35090000000000005,0.068,-0.0667,0.07690000000000001,2022,Q1
2650,Total,550,0.0,0.068,0.1422,-0.0986,2023,Q2
2870,Total,385,-0.0968,0.068,-0.0556,-0.45740000000000003,2022,Q3
2529,Strata,748,0.0382,0.0679,-0.23079999999999998,-0.2593,2022,Q4
2560,Total,759,0.025699999999999997,0.0679,0.30469999999999997,0.23809999999999998,2023,Q3
2100,Strata,983,-0.0643,0.0679,-0.2414,0.5714,2023,Q4
2444,Strata,630,0.125,0.0678,0.375,0.32,2023,Q4
2763,Non Strata,1175,-0.0129,0.0678,-0.13949999999999999,0.0,2023,Q4
2370,Total,355,0.0758,0.0677,-0.1818,-0.55,2023,Q1
2370,Non Strata,355,0.0758,0.0677,-0.1818,-0.55,2023,Q1
2217,Total,790,0.0395,0.0676,0.3504,0.23329999999999998,2023,Q2
2163,Non Strata,900,0.005600000000000001,0.0676,0.35710000000000003,0.0556,2022,Q2
2111,Non Strata,2843,-0.11720000000000001,0.0676,-0.4483,-0.2727,2024,Q1
2762,Strata,625,0.0675,0.0675,-0.48210000000000003,-0.5486,2022,Q2
2527,Non Strata,870,0.0326,0.0675,-0.11,0.2192,2024,Q1
2121,Non Strata,2413,0.0115,0.0675,-0.1636,0.2432,2024,Q1
2153,Strata,950,0.062,0.0674,0.0694,0.6383,2023,Q4
2218,Total,800,0.0526,0.0674,-0.1356,0.4167,2024,Q1
2763,Total,1110,0.0054,0.0673,-0.1316,0.0,2023,Q4
2564,Non Strata,833,-0.098,0.0673,0.2,-0.1429,2024,Q1
2290,Total,801,-0.11599999999999999,0.0673,0.0,-0.17370000000000002,2022,Q3
2360,Total,366,-0.0007000000000000001,0.0672,0.060599999999999994,-0.3,2022,Q4
2360,Non Strata,366,-0.0007000000000000001,0.0672,0.060599999999999994,-0.3,2022,Q4
2641,Non Strata,461,-0.0202,0.0672,-0.5556,-0.6444,2022,Q4
2343,Total,350,0.25,0.06709999999999999,0.0,-0.3235,2023,Q4
2343,Non Strata,350,0.25,0.06709999999999999,0.0,-0.3235,2023,Q4
2448,Total,700,0.1318,0.06709999999999999,-0.1562,-0.1,2023,Q3
2010,Total,1265,0.09960000000000001,0.06709999999999999,-0.1746,-0.2909,2022,Q2
2795,Total,660,0.0154,0.06709999999999999,-0.2263,-0.4824,2022,Q4
2749,Total,891,0.0148,0.06709999999999999,-0.057699999999999994,0.16670000000000001,2023,Q4
2546,Total,795,-0.17620000000000002,0.06709999999999999,-0.22219999999999998,-0.507,2022,Q3
2218,Non Strata,1601,0.1311,0.067,0.5,-0.0526,2022,Q2
2360,Total,390,-0.0064,0.067,0.18969999999999998,-0.0143,2023,Q4
2360,Non Strata,390,-0.0064,0.067,0.18969999999999998,-0.0143,2023,Q4
2126,Non Strata,2135,-0.029500000000000002,0.067,-0.1351,-0.25579999999999997,2022,Q2
2120,Strata,820,-0.3643,0.067,0.75,0.16670000000000001,2023,Q2
2500,Total,794,0.0444,0.0669,-0.07690000000000001,-0.38549999999999995,2022,Q2
2795,Total,643,0.0166,0.0668,-0.196,0.1765,2024,Q1
2063,Non Strata,4600,-0.17859999999999998,0.0668,0.7,0.8889,2023,Q3
2536,Total,800,0.1307,0.0667,0.06480000000000001,0.0748,2023,Q4
